Entities,ACAIC,ACMIC,AID,ANA,CAM,CBO,CBOin,CBOout,CIS,CLD,CP,DAM,DCAEC,DCC,DCMEC,DIT,DSC,EIC,EIP,ICHClass,LCOM1,LCOM2,LCOM5,MFA,MOA,NAD,NADExtended,NCM,NCP,NMA,NMD,NMDExtended,NMI,NMO,NOA,NOC,NOD,NOH,NOM,NOP,NOPM,NOParam,PIIR,PP,REIP,RFP,RPII,RRFP,RRTP,RTP,SIX,WMC,WMC1,cohesionAttributes,connectivity
org.eclipse.help.internal.search.AnalyzerDescriptor,0,0,1,1.410714286,1,23,39,96,5,0,22,1,0,23,0,1,637,21,1,0,12,0,0.666666649,0.538461538,0,3,3,13,23,6,6,6,7,0,1,0,0,27,6,1,0,1,3,19,0.25,143,0.75,0.772972973,0.77173913,142,0,106,6,1.055555556,0
org.eclipse.help.internal.toc.DirectoryToc,0,0,1,1.410714286,1,25,34,58,1,0,20,1,0,25,0,1,637,9,0,21,28,0,0.933333325,0.466666667,1,3,5,15,12,8,8,12,7,0,1,0,0,27,8,1,0,3,2,20,0,116,1,0.734177215,0.75,114,0,255,8,0.375,1
org.eclipse.help.internal.protocols.HelpURL,0,0,1,1.410714286,1,26,56,101,10,1,16,1,0,29,0,1,637,4,0,4,88,22,1.018518516,0.333333333,1,6,6,18,5,11,12,12,6,1,1,1,1,27,12,1,2,2,1,14,0,42,1,0.954545455,0.941176471,32,0.0625,125,12,0.347222222,1
org.eclipse.help.internal.search.QueryBuilder,0,0,1,1.410714286,1,27,58,83,3,0,22,1,0,27,0,1,637,21,1,33,106,40,0.959999998,0.368421053,1,5,5,19,23,12,12,12,7,0,1,0,0,27,12,1,0,3,3,19,0.25,143,0.75,0.772972973,0.77173913,142,0,309,12,0.433333333,1
org.eclipse.help.internal.context.ContextsFileParser,0,0,1,1.410714286,1,29,51,69,9,0,16,0.4,0,34,0,1,637,9,0,9,56,20,1.114285714,0,4,5,5,9,9,9,9,9,0,0,1,0,0,27,9,1,0,4,1,16,0,49,1,0.720588235,0.746666667,56,0,187,9,0.511111111,1
org.eclipse.help.internal.HelpApplication,0,0,1,1.410714286,1,31,43,47,5,0,20,1,0,31,0,1,637,10,0,1,18,0,1.125,0.5,4,4,4,14,5,5,7,7,7,2,3,0,0,27,7,5,0,3,0,21,0,92,0,0.93877551,0.939393939,93,0.166666667,75,7,0.214285714,1
org.eclipse.help.internal.search.SearchResults,0,0,1,1.410714286,1,36,51,115,3,0,22,0.833333333,0,36,0,1,637,21,1,5,18,3,1.04166666,0.538461538,2,6,6,13,23,5,6,6,7,1,2,0,0,27,6,3,0,3,3,19,0.25,143,0.75,0.772972973,0.77173913,142,0.083333333,138,6,0.722222222,1
org.eclipse.help.internal.HelpSystem,0,0,1,1.410714286,1,46,104,182,16,0,20,0.576923077,0,50,0,1,637,10,0,40,302,112,1.029411764,0.259259259,13,26,26,27,5,20,20,20,7,0,1,0,0,27,20,1,0,1,0,21,0,92,0,0.93877551,0.939393939,93,0,269,20,0.048076923,1
org.eclipse.help.internal.standalone.Options,0,0,1,1.410714286,1,59,406,213,14,0,14,1,0,73,0,1,637,4,0,48,188,52,0.939560435,0.291666667,3,13,13,24,6,17,17,17,7,0,1,0,0,27,17,1,0,2,1,13,0,66,1,0.88,0.839285714,47,0,308,17,0.285067873,0
org.eclipse.help.internal.browser.MozillaBrowserAdapter,0,0,1,1.410714286,1,8,13,25,7,0,6,1,0,8,0,1,637,15,0,2,154,63,1.006944442,0.333333333,9,12,15,21,9,7,14,19,7,7,2,0,0,27,14,3,0,2,0,9,0,13,0,0.590909091,0.785714286,33,0.35,151,14,0.18452381,1
org.eclipse.help.internal.search.SearchHit,0,0,1,1.410714286,1,8,19,46,9,0,22,1,0,8,0,1,637,21,1,0,52,16,0.928571429,0.4375,2,4,4,16,23,9,9,9,7,0,1,0,0,27,9,1,0,4,3,19,0.25,143,0.75,0.772972973,0.77173913,142,0,31,9,0.333333333,1
org.eclipse.update.ui.forms.internal.engine.IImageSegment,0,0,1,1.411471322,0,0,0,0,2,1,5,0,0,0,0,1,632,7,0,0,0,0,0,0.6,3,3,3,5,20,2,2,2,3,0,1,1,1,26,2,2,2,1,12,5,0,29,1,0.527272727,0.527272727,29,0,4,2,0,0
org.eclipse.update.ui.forms.internal.engine.IBulletParagraph,0,0,1,1.411471322,0,0,0,0,3,1,5,0,0,0,0,1,632,7,0,0,0,0,0,0,3,3,3,3,20,3,3,3,0,0,0,1,1,26,3,1,3,4,12,5,0,29,1,0.527272727,0.527272727,29,0,7,3,0,0
org.eclipse.update.ui.forms.internal.engine.ParagraphSegment,0,0,1,1.411471322,0,0,0,0,3,2,5,0,0,0,0,1,632,7,0,0,0,0,0,0.7,0,0,0,10,20,1,3,3,7,2,2,2,3,26,3,3,2,5,12,5,0,29,1,0.527272727,0.527272727,29,0.222222222,10,3,0,0
org.eclipse.update.ui.forms.internal.engine.ITextSegment,0,0,1,1.411471322,0,0,0,0,8,2,5,0,0,0,0,1,632,7,0,0,0,0,0,0,0,0,0,8,20,8,8,8,0,0,0,2,4,26,8,1,8,4,12,5,0,29,1,0.527272727,0.527272727,29,0,15,8,0,0
org.eclipse.update.ui.forms.internal.engine.Locator,0,0,1,1.411471322,0,12,31,12,3,0,5,0,0,12,0,1,632,7,0,1,2,0,1.375,0.7,8,8,8,10,20,3,3,3,7,0,1,0,0,26,3,1,0,0,12,5,0,29,1,0.527272727,0.527272727,29,0,13,3,0.291666667,0
org.eclipse.update.ui.forms.internal.TableData,0,0,1,1.411471322,0,7,26,8,3,0,19,0,0,7,0,1,632,24,2,0,0,0,0,0.7,19,20,20,10,31,3,3,3,7,0,1,0,0,26,3,1,0,4,10,12,0.166666667,97,0.833333333,0.54494382,0.565714286,99,0,30,3,0.4,0
org.eclipse.update.ui.forms.internal.FormWidgetFactory,0,0,1,1.411471322,1,30,123,128,47,0,19,0.5,0,27,0,1,632,24,2,77,2082,756,0.948979592,0.118644068,5,16,19,59,31,52,52,58,7,0,1,0,0,26,52,1,0,4,10,12,0.166666667,97,0.833333333,0.54494382,0.565714286,99,0,439,52,0.088942308,0
org.eclipse.update.ui.forms.internal.CustomWorkbook,0,0,1,1.411471322,1,19,57,56,11,0,19,1,0,19,0,1,632,24,2,18,300,129,1.008403359,0.269230769,4,7,7,26,31,9,19,19,7,10,2,0,0,26,19,3,0,4,10,12,0.166666667,97,0.833333333,0.54494382,0.565714286,99,0.4,143,19,0.22556391,1
org.eclipse.update.ui.forms.internal.HTMLTableLayout,0,0,1,1.411471322,1,9,89,91,3,0,19,0.428571429,0,9,0,1,632,24,2,84,284,94,0.924603169,0,13,14,14,20,31,18,20,20,0,2,2,0,0,26,20,3,0,5,10,12,0.166666667,97,0.833333333,0.54494382,0.565714286,99,0.105263158,363,20,0.6,0
org.eclipse.update.ui.forms.internal.HyperlinkSettings,0,0,1,1.411471322,1,10,48,22,17,1,19,0.7,0,10,0,1,632,24,2,0,226,73,0.993333332,0.28,6,10,14,25,31,18,18,21,7,0,1,2,2,26,18,1,1,1,10,12,0.166666667,97,0.833333333,0.54494382,0.565714286,99,0,58,18,0.116666667,1
org.eclipse.update.ui.forms.internal.FormLabel,0,0,1,1.411471322,1,15,17,26,9,1,19,0.5,0,15,0,1,632,24,2,23,108,42,1.025,0,3,4,4,12,31,12,12,12,0,0,1,1,1,26,12,1,2,6,10,12,0.166666667,97,0.833333333,0.54494382,0.565714286,99,0,140,12,0.4375,1
org.eclipse.update.ui.forms.internal.TableLayoutTest,0,0,1,1.411471322,1,31,19,55,4,0,19,0,0,31,0,1,632,24,2,9,20,5,1,0.538461538,0,1,1,13,31,6,6,6,7,0,1,0,0,26,6,1,0,3,10,12,0.166666667,97,0.833333333,0.54494382,0.565714286,99,0,177,6,0.333333333,1
org.eclipse.update.ui.forms.internal.FormButton,0,0,1,1.411471322,1,8,72,35,10,0,19,1,0,17,0,1,632,24,2,2,60,5,0.814814806,0.388888889,2,6,6,18,31,11,11,11,7,0,1,0,0,26,11,1,0,2,10,12,0.166666667,97,0.833333333,0.54494382,0.565714286,99,0,61,11,0.424242424,0
org.eclipse.update.ui.forms.internal.engine.FormEngine,0,0,1,1.411471322,1,32,137,201,16,0,5,0.166666667,0,32,0,1,632,7,0,71,1828,793,0.96401515,0,7,12,12,46,20,46,46,46,0,0,1,0,0,26,46,1,0,3,12,5,0,29,1,0.527272727,0.527272727,29,0,408,46,0.132246377,0
org.eclipse.update.ui.forms.internal.HyperlinkAdapter,0,0,1,1.411471322,1,0,0,0,4,0,19,0,0,0,0,1,632,24,2,0,6,0,0,0.636363636,0,0,0,11,31,1,4,4,7,3,2,0,0,26,4,3,0,1,10,12,0.166666667,97,0.833333333,0.54494382,0.565714286,99,0.3,8,4,0,3
org.eclipse.update.ui.forms.internal.engine.FormEngineLayout,0,0,1,1.411471322,1,11,0,10,2,0,5,0,0,11,0,1,632,7,0,3,6,0,0,0,0,0,0,4,20,4,4,4,0,0,1,0,0,26,4,1,0,4,12,5,0,29,1,0.527272727,0.527272727,29,0,42,4,0,3
org.eclipse.update.ui.forms.internal.NoTabsWorkbook,0,0,1,1.411471322,1,13,39,61,11,0,19,1,0,195,0,1,632,24,2,10,124,33,0.83333333,0.333333333,2,5,5,21,31,4,14,14,7,10,2,0,0,26,14,3,0,4,10,12,0.166666667,97,0.833333333,0.54494382,0.565714286,99,0.5,90,14,0.314285714,0
org.eclipse.update.ui.forms.internal.FormsPlugin,0,0,1,1.411471322,1,15,19,18,13,0,19,1,0,15,0,1,632,24,2,19,156,65,1.083333333,0.066666667,1,2,2,15,31,14,14,14,1,0,1,0,0,26,14,1,0,2,10,12,0.166666667,97,0.833333333,0.54494382,0.565714286,99,0,109,14,0.178571429,1
org.eclipse.update.ui.forms.internal.SelectableControl,0,0,1,1.411471322,1,15,7,18,3,1,19,1,0,15,0,1,632,24,2,4,40,4,0.833333333,0,1,1,1,9,31,9,9,9,0,0,1,1,1,26,9,1,1,2,10,12,0.166666667,97,0.833333333,0.54494382,0.565714286,99,0,55,9,0.333333333,1
org.eclipse.update.ui.forms.internal.engine.Paragraph,0,0,1,1.411471322,1,16,29,31,9,1,5,0.666666667,0,16,0,1,632,7,0,20,72,27,1.125,0.411764706,1,3,3,17,20,3,10,10,7,7,2,1,1,26,10,3,2,6,12,5,0,29,1,0.527272727,0.527272727,29,0.4375,120,10,0.4,1
org.eclipse.update.ui.forms.internal.ExpandableGroup,0,0,1,1.411471322,1,17,70,89,11,0,19,1,0,65,0,1,632,24,2,19,470,145,0.93506493,0.212121212,4,7,8,33,31,26,26,29,7,0,1,0,0,26,26,1,0,2,10,12,0.166666667,97,0.833333333,0.54494382,0.565714286,99,0,160,26,0.181318681,1
org.eclipse.update.ui.forms.internal.engine.TextModel,0,0,1,1.411471322,1,19,74,93,16,0,5,0,0,136,0,1,632,7,0,55,638,287,0.959999999,0.205882353,4,5,6,34,20,23,27,28,7,4,2,0,0,26,27,3,0,3,12,5,0,29,1,0.527272727,0.527272727,29,0.121212121,372,27,0.348148148,1
org.eclipse.update.ui.forms.internal.FormEntry,0,0,1,1.411471322,1,23,91,142,10,0,19,0.8,0,23,0,1,632,24,2,3,124,33,0.849999997,0.333333333,2,5,5,21,31,14,14,14,7,0,1,0,0,26,14,1,0,2,10,12,0.166666667,97,0.833333333,0.54494382,0.565714286,99,0,83,14,0.428571429,0
org.eclipse.update.ui.forms.internal.engine.HyperlinkAction,0,0,1,1.411471322,1,8,18,27,7,1,5,0.5,0,8,0,1,632,7,0,0,26,5,0.8,0.5,0,2,2,14,20,7,7,7,7,0,1,1,1,26,7,1,2,1,12,5,0,29,1,0.527272727,0.527272727,29,0,26,7,0.714285714,1
org.eclipse.jdt.internal.junit.runner.MessageIds,0,0,1,1.413793103,0,0,0,0,1,0,7,0,0,0,0,1,795,3,0,0,0,0,0,0.875,1,16,16,8,2,1,1,1,7,0,1,0,0,21,1,1,0,0,0,8,0,16,0,1,1,18,0,2,1,0,0
org.eclipse.jdt.internal.junit.ui.ITestRunListener2,0,0,1,1.413793103,0,0,0,0,1,1,5,0,0,0,0,1,795,27,0,0,0,0,0,0.888888889,0,0,0,9,25,1,1,1,8,0,1,1,1,21,1,1,1,1,3,7,0,25,1,0.263157895,0.247311828,23,0,2,1,0,0
org.eclipse.jdt.internal.junit.ui.OpenEditorAction,0,0,1,1.413793103,0,15,15,23,1,1,5,1,0,15,0,1,795,27,0,6,6,0,1.25,0.6,1,2,2,15,25,5,6,6,9,1,1,2,2,21,6,1,2,2,3,7,0,25,1,0.263157895,0.247311828,23,0.071428571,56,6,0.666666667,3
org.eclipse.jdt.internal.junit.ui.RerunAction,0,0,1,1.413793103,0,7,11,18,2,0,5,1,0,7,0,1,795,27,0,0,0,0,0,0.818181818,1,4,4,11,25,1,2,2,9,1,1,0,0,21,2,1,0,4,3,7,0,25,1,0.263157895,0.247311828,23,0.1,18,2,1,0
org.eclipse.jdt.internal.junit.ui.EnableStackFilterAction,0,0,1,1.413793103,0,7,2,12,2,0,5,1,0,7,0,1,795,27,0,0,0,0,0,0.818181818,1,1,1,11,25,1,2,2,9,1,1,0,0,21,2,1,0,1,3,7,0,25,1,0.263157895,0.247311828,23,0.1,24,2,1,0
org.eclipse.jdt.internal.junit.ui.JUnitPreferencePage,0,0,1,1.413793103,1,49,158,194,8,0,5,1,0,100,0,1,795,27,0,47,2100,875,0.965957446,0.038461538,2,20,27,52,25,49,50,74,2,1,2,0,0,21,50,3,0,2,3,7,0,25,1,0.263157895,0.247311828,23,0.02,646,50,0.124,0
org.eclipse.jdt.internal.junit.ui.RemoteTestRunnerClient,0,0,1,1.413793103,1,16,104,97,5,0,5,1,0,16,0,1,795,27,0,51,1260,519,0.949549546,0.152173913,6,15,18,46,25,39,39,44,7,0,1,0,0,21,39,1,0,5,3,7,0,25,1,0.263157895,0.247311828,23,0,369,39,0.128205128,0
org.eclipse.jdt.internal.junit.wizards.MethodStubsSelectionButtonGroup,0,0,1,1.413793103,1,31,323,126,23,0,3,1,0,15,0,1,795,9,0,52,770,274,0.928571424,0.179487179,8,14,14,39,9,32,32,33,7,0,1,0,0,21,32,1,0,4,1,2,0,6,1,0.1875,0.469387755,23,0,338,32,0.21875,0
org.eclipse.jdt.internal.junit.util.JUnitStatus,0,0,1,1.413793103,1,4,36,18,21,0,3,1,0,10,0,1,795,11,0,9,232,22,0.638888889,0.25,1,2,2,28,11,12,21,21,7,9,2,0,0,21,21,3,0,2,0,4,0,20,0,0.909090909,0.875,14,0.346153846,67,21,0.142857143,0
org.eclipse.jdt.internal.junit.ui.HierarchyRunView,0,0,1,1.413793103,1,23,23,134,11,0,5,1,0,24,0,1,795,27,0,33,586,261,0.999999999,0.212121212,1,12,14,33,25,17,26,27,7,9,3,0,0,21,26,5,0,2,3,7,0,25,1,0.263157895,0.247311828,23,0.28125,325,26,0.21474359,1
org.eclipse.jdt.internal.junit.util.LayoutUtil,0,0,1,1.413793103,1,9,11,7,9,0,3,0,0,9,0,1,795,11,0,24,72,27,0,0.411764706,0,0,0,17,11,10,10,10,7,0,1,0,0,21,10,1,0,7,0,4,0,20,0,0.909090909,0.875,14,0,73,10,0,1
org.eclipse.jdt.internal.junit.ui.FailureTraceView,0,0,1,1.413793103,1,23,43,57,7,0,5,1,0,23,0,1,795,27,0,20,186,33,0.892857135,0.28,1,7,7,25,25,18,18,18,7,0,2,0,0,21,18,3,0,3,3,7,0,25,1,0.263157895,0.247311828,23,0,234,18,0.277777778,0
org.eclipse.jdt.internal.junit.wizards.NewTestCaseCreationWizardPage,0,0,1,1.413793103,1,53,219,280,13,0,3,1,0,136,0,1,795,9,0,94,1502,641,0.979347825,0.20754717,6,23,23,53,9,41,42,42,11,1,1,0,0,21,42,1,0,3,1,2,0,6,1,0.1875,0.469387755,23,0.019230769,1032,42,0.09981685,0
org.eclipse.jdt.internal.junit.ui.CopyTraceAction,0,0,1,1.413793103,1,10,7,12,2,0,5,1,0,12,0,1,795,27,0,3,2,0,2,0.75,1,2,2,12,25,2,3,3,9,1,1,0,0,21,3,1,0,2,3,7,0,25,1,0.263157895,0.247311828,23,0.090909091,45,3,0.666666667,0
org.eclipse.jdt.internal.junit.util.ExceptionHandler,0,0,1,1.413793103,1,13,13,12,3,0,3,1,0,13,0,1,795,11,0,33,18,0,0.75,0.5,1,1,1,14,11,7,7,7,7,0,1,0,0,21,7,1,0,5,0,4,0,20,0,0.909090909,0.875,14,0,81,7,0.428571429,1
org.eclipse.jdt.internal.junit.wizards.JUnitWizard,0,0,1,1.413793103,1,14,10,14,4,1,3,1,0,14,0,1,795,9,0,0,28,0,0.933333325,0.444444444,0,3,3,18,9,10,10,10,8,0,2,2,2,21,10,3,2,2,1,2,0,6,1,0.1875,0.469387755,23,0,66,10,0.233333333,1
org.eclipse.jdt.internal.junit.util.SWTUtil,0,0,1,1.413793103,1,16,10,2,5,0,3,0,0,16,0,1,795,11,0,4,20,5,0,0.538461538,0,0,0,13,11,6,6,6,7,0,1,0,0,21,6,1,0,1,0,4,0,20,0,0.909090909,0.875,14,0,88,6,0,1
org.eclipse.jdt.internal.junit.ui.GotoReferencedTestAction,0,0,1,1.413793103,1,18,16,44,5,0,5,0,0,26,0,1,795,27,0,19,102,36,0.85,0.368421053,0,2,2,19,25,12,12,12,7,0,2,0,0,21,12,3,0,2,3,7,0,25,1,0.263157895,0.247311828,23,0,134,12,0.375,1
org.eclipse.jdt.internal.junit.ui.FailureRunView,0,0,1,1.413793103,1,19,155,113,11,0,5,1,0,20,0,1,795,27,0,37,414,114,0.869565215,0.21875,1,5,5,32,25,16,25,25,7,9,3,0,0,21,25,5,0,3,3,7,0,25,1,0.263157895,0.247311828,23,0.290322581,212,25,0.304,0
org.eclipse.jdt.internal.junit.util.JUnitStubUtility,0,0,1,1.413793103,1,19,20,9,6,0,3,0,0,19,0,1,795,11,0,37,56,20,0,0.4375,0,0,3,16,11,9,9,10,7,0,1,0,0,21,9,1,0,6,0,4,0,20,0,0.909090909,0.875,14,0,296,9,0,1
org.eclipse.jdt.internal.junit.launcher.JUnitBaseLaunchConfiguration,0,0,1,1.413793103,1,20,11,14,4,1,8,0,0,20,0,1,795,8,0,40,56,11,1.142857143,0.444444444,0,5,5,18,8,10,10,10,8,0,1,1,1,21,10,1,1,4,2,10,0,34,1,0.829268293,0.885245902,54,0,133,10,0,1
org.eclipse.jdt.internal.junit.util.CheckedTableSelectionDialog,0,0,1,1.413793103,1,20,57,60,10,0,3,1,0,21,0,1,795,11,0,8,378,147,0.94583333,0.153846154,4,12,12,26,11,21,22,22,4,1,1,0,0,21,22,1,0,3,0,4,0,20,0,0.909090909,0.875,14,0.04,199,22,0.215909091,0
org.eclipse.jdt.internal.junit.ui.TestMethodSelectionDialog,0,0,1,1.413793103,1,22,5,18,3,0,5,1,0,22,0,1,795,27,0,11,42,14,1.166666667,0.111111111,0,2,4,9,25,8,8,14,1,0,1,0,0,21,8,1,0,4,3,7,0,25,1,0.263157895,0.247311828,23,0,147,8,0.3125,1
org.eclipse.jdt.internal.junit.wizards.NewTestCaseCreationWizardPage2,0,0,1,1.413793103,1,26,56,58,6,0,3,0.916666667,0,26,0,1,795,9,0,13,176,40,0.949999997,0.32,1,12,15,25,9,17,17,25,8,0,1,0,0,21,17,1,0,1,1,2,0,6,1,0.1875,0.469387755,23,0,290,17,0.225490196,0
org.eclipse.jdt.internal.junit.launcher.JUnitLaunchConfigurationTab,0,0,1,1.413793103,1,27,26,28,1,1,8,0,0,27,0,1,795,8,0,0,6,0,1,0.636363636,0,1,1,11,8,4,4,4,7,0,1,1,1,21,4,1,0,2,2,10,0,34,1,0.829268293,0.885245902,54,0,55,4,0.5,3
org.eclipse.jdt.internal.junit.launcher.JUnitTabGroup,0,0,1,1.413793103,1,3,0,0,3,0,8,0,0,3,0,1,795,8,0,0,2,0,0,0.25,0,0,0,4,8,2,3,3,1,1,1,0,0,21,3,1,0,2,2,10,0,34,1,0.829268293,0.885245902,54,0.333333333,24,3,0,0
org.eclipse.jdt.internal.junit.util.SocketUtil,0,0,1,1.413793103,1,3,3,2,2,0,3,1,0,3,0,1,795,11,0,3,2,0,1,0.636363636,0,1,1,11,11,4,4,4,7,0,1,0,0,21,4,1,0,3,0,4,0,20,0,0.909090909,0.875,14,0,16,4,0.5,0
org.eclipse.jdt.internal.junit.ui.TabFolderLayout,0,0,1,1.413793103,1,4,0,0,1,0,5,0,0,4,0,1,795,27,0,0,2,0,0,0,0,0,0,3,25,3,3,3,0,0,1,0,0,21,3,1,0,4,3,7,0,25,1,0.263157895,0.247311828,23,0,23,3,0,0
org.eclipse.jdt.internal.junit.wizards.NewTestSuiteCreationWizardPage,0,0,1,1.413793103,1,43,117,217,11,0,3,0.9,0,107,0,1,795,9,0,51,816,320,0.978333333,0.238095238,4,20,20,42,9,30,32,36,10,2,1,0,0,21,32,1,0,3,1,2,0,6,1,0.1875,0.469387755,23,0.048780488,693,32,0.114130435,0
org.eclipse.jdt.internal.junit.runner.RemoteTestRunner,0,0,1,1.413793103,1,44,157,203,7,0,7,0.928571429,0,125,0,1,795,3,0,131,1320,579,0.961389958,0.152173913,4,14,18,46,2,39,39,42,7,0,2,0,0,21,39,3,0,4,0,8,0,16,0,1,1,18,0,669,39,0.144688645,0
org.eclipse.jdt.internal.junit.ui.JUnitPlugin,0,0,1,1.413793103,1,48,68,46,19,0,5,0.5,0,48,0,1,795,27,0,27,492,192,0.994318182,0.107142857,1,8,8,28,25,22,25,25,3,3,2,0,0,21,25,3,0,3,3,7,0,25,1,0.263157895,0.247311828,23,0.115384615,239,25,0.095,1
org.eclipse.jdt.internal.junit.util.PixelConverter,0,0,1,1.413793103,1,5,5,3,5,0,3,1,0,5,0,1,795,11,0,0,10,0,0.666666667,0.583333333,0,1,1,12,11,5,5,5,7,0,1,0,0,21,5,1,0,1,0,4,0,20,0,0.909090909,0.875,14,0,25,5,1,1
org.eclipse.jdt.internal.junit.ui.TestRunInfo,0,0,1,1.413793103,1,7,32,9,9,0,5,1,0,7,0,1,795,27,0,2,56,20,1.035714286,0.357142857,1,4,4,14,25,7,9,9,5,2,1,0,0,21,9,1,0,2,3,7,0,25,1,0.263157895,0.247311828,23,0.153846154,33,9,0.222222222,1
org.eclipse.jdt.internal.junit.ui.ProgressImages,0,0,1,1.413793103,1,7,7,7,3,0,5,0,0,7,0,1,795,27,0,8,18,3,1.142857138,0.538461538,1,7,7,13,25,6,6,6,7,0,1,0,0,21,6,1,0,4,3,7,0,25,1,0.263157895,0.247311828,23,0,76,6,0.428571429,1
org.eclipse.jdt.internal.junit.launcher.TestSelectionDialog,0,0,1,1.413793103,1,8,3,6,2,0,8,1,0,8,0,1,795,8,0,0,2,0,2,0.25,0,2,2,4,8,3,3,6,1,0,1,0,0,21,3,1,0,3,2,10,0,34,1,0.829268293,0.885245902,54,0,27,3,0.666666667,0
org.eclipse.jdt.internal.junit.ui.JUnitProgressBar,0,0,1,1.413793103,1,8,32,28,6,0,5,1,0,8,0,1,795,27,0,21,162,57,0.935897432,0,6,6,6,15,25,15,15,15,0,0,1,0,0,21,15,1,0,7,3,7,0,25,1,0.263157895,0.247311828,23,0,123,15,0.311111111,1
org.eclipse.pde.internal.runtime.registry.IPluginFolder,0,0,1,1.414698163,0,0,0,0,3,1,12,0,0,0,0,1,613,12,1,0,0,0,0,0.25,5,5,5,4,18,3,3,3,1,0,1,1,1,22,3,1,3,0,3,9,0.25,19,0.75,0.542857143,0.666666667,32,0,5,3,0,0
org.eclipse.pde.internal.runtime.registry.PropertiesAction,0,0,1,1.414698163,0,14,1,9,2,0,12,0.333333333,0,14,0,1,613,12,1,0,0,0,0,0.75,1,3,3,8,18,2,2,2,6,0,1,0,0,22,2,1,0,1,3,9,0.25,19,0.75,0.542857143,0.666666667,32,0,43,2,0.666666667,0
org.eclipse.pde.internal.runtime.PDERuntimePluginImages,0,0,1,1.414698163,1,10,34,11,3,0,6,0.23255814,0,10,0,1,613,3,0,6,14,0,1.220930233,0.5,1,43,43,14,4,7,7,7,7,0,1,0,0,22,7,1,0,2,0,8,0,23,0,0.958333333,0.9375,15,0,136,7,0.139534884,0
org.eclipse.pde.internal.runtime.logview.LogReader,0,0,1,1.414698163,1,11,5,13,1,0,11,1,0,10,0,1,613,14,0,13,12,2,1.333333333,0.583333333,7,7,7,12,9,5,5,5,7,0,1,0,0,22,5,1,0,3,0,13,0,25,0,0.657894737,0.729166667,35,0,110,5,0,2
org.eclipse.pde.internal.runtime.logview.LogEntryPropertyPage,0,0,1,1.414698163,1,14,0,10,2,0,11,0.2,0,14,0,1,613,14,0,3,6,0,1.5,0.2,1,5,5,5,9,4,4,4,1,0,1,0,0,22,4,1,0,2,0,13,0,25,0,0.657894737,0.729166667,35,0,120,4,0.15,3
org.eclipse.pde.internal.runtime.OverlayIcon,0,0,1,1.414698163,1,2,31,31,2,0,6,0.6,0,2,0,1,613,3,0,12,30,2,1.079999998,0.111111111,2,5,5,9,4,8,8,8,1,0,1,0,0,22,8,1,0,3,0,8,0,23,0,0.958333333,0.9375,15,0,77,8,0.575,1
org.eclipse.pde.internal.runtime.registry.RegistryBrowser,0,0,1,1.414698163,1,21,24,20,6,0,12,0.666666667,0,21,0,1,613,12,1,0,38,10,1.055555552,0.111111111,0,6,6,9,18,8,8,8,1,0,2,0,0,22,8,3,0,2,3,9,0.25,19,0.75,0.542857143,0.666666667,32,0,109,8,0.520833333,1
org.eclipse.pde.internal.runtime.PDERuntimePlugin,0,0,1,1.414698163,1,25,34,33,10,0,6,0.666666667,0,25,0,1,613,3,0,7,110,44,1.1,0.142857143,1,3,3,14,4,12,12,12,2,0,1,0,0,22,12,1,0,1,0,8,0,23,0,0.958333333,0.9375,15,0,88,12,0.222222222,1
org.eclipse.pde.internal.runtime.registry.RegistryBrowserLabelProvider,0,0,1,1.414698163,1,6,11,29,4,0,12,1,0,6,0,1,613,12,1,0,6,0,1.133333314,0,0,15,15,4,18,2,4,4,0,2,1,0,0,22,4,1,0,1,3,9,0.25,19,0.75,0.542857143,0.666666667,32,0.666666667,125,4,0.55,3
org.eclipse.pde.internal.runtime.logview.LineReader,0,0,1,1.414698163,1,6,17,16,0,0,11,1,0,6,0,1,613,14,0,4,18,3,0.875,0.538461538,3,4,4,13,9,6,6,6,7,0,1,0,0,22,6,1,0,1,0,13,0,25,0,0.657894737,0.729166667,35,0,47,6,0.541666667,1
org.eclipse.pde.internal.runtime.logview.LogSession,0,0,1,1.414698163,1,7,4,8,2,0,11,1,0,7,0,1,613,14,0,0,0,0,0,0.636363636,0,1,1,11,9,4,4,4,7,0,1,0,0,22,4,1,0,1,0,13,0,25,0,0.657894737,0.729166667,35,0,115,4,0.75,-1
org.eclipse.pde.internal.runtime.logview.LogSessionPropertyPage,0,0,1,1.414698163,1,8,0,2,1,0,11,0,0,8,0,1,613,14,0,0,0,0,0,0.333333333,0,1,1,3,9,2,2,2,1,0,1,0,0,22,2,1,0,1,0,13,0,25,0,0.657894737,0.729166667,35,0,40,2,0,0
org.eclipse.pde.internal.runtime.logview.LogViewLabelProvider,0,0,1,1.414698163,1,8,6,11,4,0,11,1,0,8,0,1,613,14,0,0,6,0,0.999999985,0.2,0,3,3,5,9,3,4,4,1,1,2,0,0,22,4,3,0,2,0,13,0,25,0,0.657894737,0.729166667,35,0.25,36,4,0.75,3
org.eclipse.pde.internal.ui.ant.SiteBuildListener,0,0,1,1.414772727,1,38,12,48,8,0,18,1,0,9,0,1,502,4,0,0,40,12,0.833333333,0.466666667,0,1,1,15,2,8,8,8,7,0,2,0,0,21,8,3,0,1,0,1,0,122,0,0.983870968,0.666666667,4,0,98,8,1.75,1
