Effectiveness,Extendibility,Flexibility,Functionality,Reusability,Understandability,Entities
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.java.ui.actions.FocusDebugViewAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.java.ui.actions.FocusPackageExplorerAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.java.ui.actions.ToggleActiveFoldingAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.java.ui.editor.AbstractEditorHyperlinkDetector
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.java.ui.editor.ActiveFoldingListener
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.java.ui.editor.AutoFoldPreferenceBlock
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.java.ui.editor.FocusedCompilationUnitEditor
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.java.ui.editor.FocusedJavaNoTypeProposalComputer
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.java.ui.editor.FocusedJavaProposalProcessor
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.java.ui.editor.FocusedJavaSourceViewerConfiguration
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.java.ui.editor.FocusedJavaTypeProposalComputer
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.java.ui.junit.InteractionContextTestUtil
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.java.ui.junit.TaskContextJUnitLaunchConfiguration
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.java.ui.junit.TaskContextJUnitMainTab
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.java.ui.junit.TaskContextJUnitTabGroup
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.java.ui.search.AbstractJavaRelationProvider
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.java.ui.search.JUnitReferencesProvider
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.java.ui.search.JavaActiveSearchResultUpdater
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.java.ui.search.JavaImplementorsProvider
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.java.ui.search.JavaReadAccessProvider
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.java.ui.search.JavaReferencesProvider
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.java.ui.search.JavaWriteAccessProvider
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.java.ui.search.XmlActiveSearchUpdater
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.java.ui.views.ActiveHierarchyView
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.java.ui.views.TreeParent
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.java.ui.wizards.RecommendedPreferencesWizard
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.java.ui.wizards.RecommendedPreferencesWizardPage
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.monitor.core.collection.CommandUsageCollector
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.monitor.core.collection.DataOverviewCollector
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.monitor.core.collection.DelegatingUsageCollector
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.monitor.core.collection.IUsageCollector
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.monitor.core.collection.IUsageScanner
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.monitor.core.collection.InteractionByTypeSummary
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.monitor.core.collection.InteractionEventClassifier
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.monitor.core.collection.InteractionEventComparator
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.monitor.core.collection.InteractionEventSummary
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.monitor.core.collection.InteractionEventUtil
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.monitor.core.collection.PercentUsageComparator
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.monitor.core.collection.SummaryCollector
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.monitor.core.collection.ViewUsageCollector
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.monitor.core.util.IStatusHandler
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.monitor.core.util.XmlStringConverter
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.monitor.core.util.ZipFileUtil
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.monitor.ui.ActionExecutionMonitor
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.monitor.ui.ActivityChangeMonitor
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.monitor.ui.ActivityContextManager
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.monitor.ui.BrowserMonitor
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.monitor.ui.KeybindingCommandMonitor
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.monitor.ui.MenuCommandMonitor
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.monitor.ui.PerspectiveChangeMonitor
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.monitor.ui.PreferenceChangeMonitor
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.monitor.ui.ShellLifecycleListener
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.monitor.ui.WindowChangeMonitor
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.monitor.ui.WorkbenchUserActivityMonitor
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.pde.ui.PdeContextLabelProvider
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.pde.ui.PdeEditingMonitor
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.pde.ui.PdeStructureBridge
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.pde.ui.PdeUiBridge
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.pde.ui.PdeUiBridgePlugin
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.pde.ui.XmlJavaRelationProvider
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.pde.ui.junit.TaskContextPdeJUnitLaunchConfiguration
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.pde.ui.junit.TaskContextPdeJUnitTabGroup
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.resources.ui.ContextEditorManager
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.resources.ui.EditorInteractionMonitor
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.resources.ui.FocusCommonNavigatorAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.resources.ui.IContextAwareEditor
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.resources.ui.ResourceChangeMonitor
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.resources.ui.ResourceContextLabelProvider
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.resources.ui.ResourceInteractionMonitor
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.resources.ui.ResourceInterestUpdater
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.resources.ui.ResourceStructureBridge
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.resources.ui.ResourceUiBridge
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.resources.ui.ResourcesUiExtensionPointReader
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.resources.ui.ResourcesUiPreferenceInitializer
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.resources.ui.preferences.FocusedResourcesPreferencePage
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.core.CommentQuoter
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.core.IRepositoryConstants
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.core.ITaskDataStorage
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.core.LocalAttachment
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.core.LocalRepositoryConnector
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.core.LocalTask
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.core.LocalTaskListFactory
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.core.OfflineDataStore
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.core.RepositoryTaskHandleUtil
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.core.SaxRepositoriesContentHandler
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.core.SaxRepositoriesWriter
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.core.ScheduledTaskContainer
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.core.ScheduledTaskDelegate
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.core.TaskArchive
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.core.TaskCategory
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.core.TaskDataManager
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.core.TaskDataState
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.core.TaskExternalizationException
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.core.TaskRepositoriesExternalizer
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.core.TaskRepositoryFilter
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.core.UnfiledCategory
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.AbstractTaskListFilter
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.AddExistingTaskJob
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.ComboSelectionDialog
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.CompositeContainerImageDescriptor
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.CompositeSynchImageDescriptor
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.CompositeTaskImageDescriptor
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.ContextUiUtil
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.IDynamicSubMenuContributor
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.ITaskCommandIds
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.ITaskHighlighter
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.ITaskListNotification
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.ITaskListNotificationProvider
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.ITasksUiConstants
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.LocalTaskConnectorUi
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.MoveToCategoryMenuContributor
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.OfflineCachingStorage
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.OfflineFileStorage
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.OpenRepositoryTaskJob
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.PersonContentProposal
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.PersonProposalLabelProvider
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.PersonProposalProvider
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.PlanningPerspectiveFactory
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.RepositoryAwareStatusHandler
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.RetrieveTitleFromUrlJob
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.ScheduleTaskMenuContributor
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.ScheduledTaskListSynchJob
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.TaskArchiveFilter
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.TaskCompletionFilter
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.TaskHistoryDropDown
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.TaskHistoryHandler
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.TaskLabelDecorator
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.TaskListBackupManager
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.TaskListColorsAndFonts
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.TaskListHyperlink
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.TaskListImageDescriptor
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.TaskListImageHyperlink
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.TaskListNotificationIncoming
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.TaskListNotificationManager
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.TaskListNotificationPopup
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.TaskListNotificationQueryIncoming
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.TaskListNotificationReminder
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.TaskListPatternFilter
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.TaskListSynchronizationScheduler
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.TaskPriorityFilter
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.TaskRepositoryAdapterFactory
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.TaskSearchPage
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.TaskStatusMenuContributor
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.TaskTransfer
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.TaskTrimWidget
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.TaskWorkingSetFilter
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.TasksReminderDialog
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.TasksUiImages
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.TasksUiPreferenceConstants
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.WorkspaceAwareContextStore
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.actions.AbstractChangeCompletionAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.actions.AbstractTaskAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.actions.AbstractTaskRepositoryAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.actions.ActivateTaskDialogAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.actions.ActivateTaskHistoryDropDownAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.actions.ActivityReportAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.actions.AddRepositoryAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.actions.AddRepositoryTaskAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.actions.AttachFileAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.actions.ClearOutgoingAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.actions.CollapseAllAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.actions.CopyAttachmentToClipboardJob
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.actions.CopyTaskDetailsAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.actions.DeactivateAllTasksAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.actions.DeleteAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.actions.DeleteTaskRepositoryAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.actions.DownloadAttachmentJob
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.actions.EditRepositoryPropertiesAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.actions.ExpandAllAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.actions.FilterArchiveContainerAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.actions.FilterCompletedTasksAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.actions.FilterSubTasksAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.actions.GoIntoAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.actions.GoUpAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.actions.LinkWithEditorAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.actions.MarkTaskCompleteAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.actions.MarkTaskIncompleteAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.actions.MarkTaskReadAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.actions.MarkTaskUnreadAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.actions.MoveTaskToRootAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.actions.NewCategoryAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.actions.NewQueryAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.actions.NewTaskAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.actions.OpenRepositoryTask
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.actions.OpenTaskAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.actions.OpenTaskListElementAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.actions.OpenTaskSearchAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.actions.OpenTasksUiPreferencesAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.actions.OpenWithBrowserAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.actions.PresentationDropDownSelectionAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.actions.RemoveFromCategoryAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.actions.RenameAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.actions.ReportBugAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.actions.RestoreTaskListAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.actions.ShowInTaskListAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.actions.ShowTaskRepositoriesViewAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.actions.SynchronizeAllAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.actions.SynchronizeAutomaticallyAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.actions.SynchronizeEditorAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.actions.SynchronizeSelectedAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.actions.TaskActivateAction
-1.0,-1.0,-1.0,-0.9999999999999999,-1.0,0.99,org.eclipse.mylyn.internal.tasks.ui.actions.TaskDeactivateAction
